CELL_LINE_NAME,COSMIC_ID,DRUG_ID,DRUGID_COSMICID,FOLD_DILUTION,MAX_CONC,fd_num_0,fd_num_1,fd_num_2,fd_num_3,fd_num_4,fd_num_5,fd_num_6,fd_num_7,fd_num_8,fd_num_9,norm_cells_0,norm_cells_1,norm_cells_2,norm_cells_3,norm_cells_4,norm_cells_5,norm_cells_6,norm_cells_7,norm_cells_8,norm_cells_9,drug_name,CCL_name,dif_first,dif_last,sigmoid_4_param_r2,sigmoid_4_param
CTV-1,753548,273,273_753548,2,5.12,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.954408091,0.910803086,0.805457764,0.684926215,0.277540501,0.028923817,0.026376009,0.023484421,0.014800074,CUDC-101,CTV-1,0.045591908999999986,0.008684346999999999,0.9933571718714271,[ 4.91488443e-01  1.05796030e+00 -1.48448680e+01  4.07336766e-03]
LCLC-103H,753586,331,331_753586,2,10.24,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.997432986,0.946287747,0.895036249,0.788175239,0.665760348,0.5746133,0.352404334,0.068286198,0.022020608,QL-X-138,LCLC-103H,0.002567014000000034,0.04626559000000001,0.9906941444027056,[ 0.81326199  0.75570193 -5.31575037 -0.30186828]
GA-10,1303896,11,11_1303896,2,0.1024,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.989825426,0.914230879,0.687148803,0.459976292,0.035402444,0.028185737,0.027715476,0.020363117,0.02397147,Paclitaxel,GA-10,0.010174573999999992,0.0036083530000000016,0.9902412315630201,[ 4.07736108e-01  1.01114123e+00 -1.36013268e+01  5.49123700e-03]
JHU-022,1240162,346,346_1240162,2,2.5,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.957183428,0.883161933,0.527245859,0.314671309,0.248290098,0.17843193,0.166277079,0.162890348,0.180017345,THZ-2-102-1,JHU-022,0.042816572,0.017126997000000005,0.9957048946520056,[  0.30786108   1.20304948 -14.323669     0.18007908]
OCI-LY-19,1330984,104,104_1330984,2,0.02,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.967026048,0.956788709,0.996880876,0.930179521,0.679899074,0.008081785,0.011295852,0.012187771,0.010808059,Bortezomib,OCI-LY-19,0.03297395199999997,0.001379712,0.9983699290125331,[ 5.70730998e-01  1.04004839e+00 -5.23946296e+01  8.99512075e-03]
KU812,907311,151,151_907311,2,10.24,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.994260259,0.969405935,0.870241787,0.724427536,0.552592813,0.227245597,0.065358413,0.028332151,0.023584555,QS11,KU812,0.005739740999999965,0.004747596,0.9962443152545142,[ 0.55982766  0.9915084  -9.81356158 -0.01179474]
ST486,910906,83,83_910906,2,1.2,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.958221135,0.856620603,0.784222214,0.708097262,0.549852307,0.453568654,0.32065008,0.226784115,0.195835677,JW-7-52-1,ST486,0.041778865000000054,0.030948437999999995,0.9969438364110739,[ 0.55472209  0.97419687 -4.35457468  0.05447707]
Caov-3,906825,182,182_906825,2,16.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.980034996,0.93604138,0.899336531,0.864376114,0.751820016,0.426971771,0.041887336,0.01223308,0.007784996,Obatoclax Mesylate,Caov-3,0.01996500400000001,0.004448084000000001,0.9926607935409774,[  0.6453019    1.03295378 -15.21652266  -0.02034981]
RD-ES,1330996,219,219_1330996,2,10.24,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.951142458,0.943556492,0.901603022,0.724386771,0.343012556,0.100075823,0.095797504,0.086074781,0.095964088,AT-7519,RD-ES,0.04885754200000003,0.009889307,0.997932351497682,[  0.49417143   1.13403394 -17.10676818   0.08204955]
SNU-398,1240217,219,219_1240217,2,10.24,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.950283622,0.989738137,0.976134943,0.911188467,0.52078611,0.227813617,0.062622083,0.017574187,0.016595197,AT-7519,SNU-398,0.04971637799999995,0.0009789900000000025,0.9965895076939292,[  0.56720177   1.03239298 -15.63937224   0.02261708]
SNU-398,1240217,245,245_1240217,2,40.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.954433344,0.976413471,0.9441923,0.923207054,0.869317053,0.793903072,0.256933112,0.032165066,0.003482519,UNC0638,SNU-398,0.04556665599999998,0.028682547,0.9945427514751939,[ 7.32298824e-01  1.05231435e+00 -2.21209586e+01 -2.58491441e-04]
MOLM-13,1330947,170,170_1330947,2,16.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.991761385,0.961184393,0.974476653,0.945190532,0.885949484,0.839590781,0.012517377,0.009945223,0.002915547,Shikonin,MOLM-13,0.008238615000000005,0.0070296759999999995,0.9954007520232379,[ 6.98189358e-01  1.04802585e+00 -5.98751445e+01  5.65150060e-03]
RH-1,971773,245,245_971773,2,40.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.966009384,0.958396224,0.905830746,0.872200422,0.866569855,0.573466875,0.041560008,0.011297327,0.008680303,UNC0638,RH-1,0.033990615999999974,0.002617023999999999,0.9924120046602095,[ 6.79446643e-01  1.06948206e+00 -2.71452770e+01 -6.32319124e-04]
BICR22,1240121,293,293_1240121,2,20.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.961051345,0.957105215,0.626436415,0.270325852,0.113839744,0.066473645,0.049162438,0.045025899,0.047392893,Amuvatinib,BICR22,0.038948655,0.0023669939999999973,0.997929982856798,[  0.36218501   1.05251268 -15.91391132   0.05365599]
EW-18,949164,219,219_949164,2,10.24,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.97308328,0.923728646,0.757651888,0.588427848,0.296318167,0.196619693,0.110207867,0.104997624,0.110651742,AT-7519,EW-18,0.026916720000000005,0.005654118,0.9976138264305933,[  0.43696658   1.0992512  -10.08222166   0.09491489]
RERF-LC-MS,910931,268,268_910931,2,5.12,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.971214237,0.672904948,0.172188211,0.067002717,0.037331954,0.01784356,0.01308147,0.012596684,0.010361076,Sepantronium bromide,RERF-LC-MS,0.02878576300000002,0.002235608,0.9991055703142433,[  0.25287359   1.01114376 -21.00646476   0.02229322]
NCI-H2110,1298351,272,272_1298351,2,5.12,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.954092388,0.898438735,0.807163758,0.642675042,0.52070038,0.301596871,0.232233921,0.196560807,0.152681917,AR-42,NCI-H2110,0.04590761200000004,0.043878890000000004,0.9968675051916731,[ 0.48056112  1.13220192 -7.12475838  0.13053771]
SF268,905986,346,346_905986,2,2.5,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.967428342,0.970522595,0.691629721,0.468123004,0.116185164,0.063550181,0.038374655,0.031560436,0.021895386,THZ-2-102-1,SF268,0.03257165799999995,0.009665049999999998,0.9942576502578148,[  0.41184134   1.01701578 -12.74124763   0.0219916 ]
TT2609-C02,1240223,165,165_1240223,2,4000.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.992888932,0.824197492,0.322070599,0.12393285,0.13800997,0.108156709,0.054320459,0.034613848,0.025101364,DMOG,TT2609-C02,0.007111068000000054,0.009512484000000002,0.9936050015214731,[  0.28397025   1.06757171 -20.97281527   0.07349755]
KM-H2,909976,170,170_909976,2,16.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.980369505,0.979556066,0.980440885,0.889744651,0.834664263,0.06410987,0.019763309,0.00276139,0.006377997,Shikonin,KM-H2,0.019630495000000026,0.003616607,0.9963662304837011,[ 5.98738719e-01  1.04380586e+00 -4.10207055e+01  8.69195379e-03]
RD-ES,1330996,180,180_1330996,2,0.512,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.997401127,0.9736846,0.814420213,0.693529162,0.456675367,0.228109075,0.152079377,0.09463691,0.063998656,Thapsigargin,RD-ES,0.002598872999999946,0.030638254000000004,0.9975517321385536,[ 0.50763425  1.0373176  -8.77814036  0.05534548]
SU-DHL-8,1331038,87,87_1331038,2,0.256,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.995813318,0.949177713,0.878725038,0.384821963,0.165833878,0.153560408,0.13179414,0.155369412,0.160742694,GW843682X,SU-DHL-8,0.004186682000000053,0.005373281999999979,0.9988579332291967,[  0.40055661   1.19598713 -25.32754017   0.14932673]
LB373-MEL-D,753581,276,276_753581,2,20.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.987481552,0.996132127,0.953852031,0.824446147,0.718380265,0.422049201,0.201840762,0.049195274,0.047119461,CAY10603,LB373-MEL-D,0.012518448000000015,0.002075812999999996,0.9971107828315917,[ 6.37413191e-01  1.00018883e+00 -9.81199159e+00 -2.18592676e-03]
NCI-H2087,724834,272,272_724834,2,5.12,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.98107739,0.991424101,0.94667543,0.926298918,0.673953646,0.505232871,0.259133027,0.180911717,0.146331317,AR-42,NCI-H2087,0.01892260999999995,0.03458040000000001,0.995446744772604,[  0.61367686   1.14834721 -10.48171253   0.12699196]
ES7,684059,219,219_684059,2,10.24,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.986533884,0.822217832,0.804988199,0.415768704,0.121737704,0.071362677,0.052520566,0.060500842,0.051706861,AT-7519,ES7,0.013466116000000028,0.008793981,0.990962913337587,[  0.41257769   1.09556268 -15.68212074   0.0493659 ]
NBsusSR,925342,165,165_925342,2,4000.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.994696991,0.896000815,0.77223196,0.543530502,0.231263289,0.040427748,0.016735528,0.012700454,0.008517737,DMOG,NBsusSR,0.005303009000000025,0.004182717000000001,0.9976958916132019,[ 4.52560984e-01  9.96726454e-01 -1.12516963e+01 -7.09641769e-03]
CAL-27,910916,167,167_910916,2,16.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.983949105,0.975476853,0.90521692,0.949777552,0.812089224,0.556197935,0.3379541,0.009009962,0.015933305,OSU-03012,CAL-27,0.01605089500000001,0.0069233429999999985,0.990690897105539,[  0.71748638   0.95669718 -10.51568298  -0.06644831]
UACC-62,905976,272,272_905976,2,5.12,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.968510839,0.985404577,0.950615323,0.9537441,0.879473613,0.81259421,0.314228357,0.100673851,0.05355465,AR-42,UACC-62,0.03148916099999999,0.04711920099999999,0.9949578973500889,[  0.73197718   1.10170384 -20.95134613   0.05486815]
CESS,910688,60,60_910688,2,0.256,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.965516469,0.944039212,0.973664227,0.847009382,0.475898967,0.09278919,0.033096367,0.023449787,0.029009309,BI-2536,CESS,0.03448353100000001,0.005559522000000001,0.9986893333754717,[  0.54620568   1.05136866 -19.48202556   0.0211466 ]
SW1783,909750,276,276_909750,2,20.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.967748013,0.936383826,0.948099475,0.940110765,0.895018823,0.576296055,0.14012342,0.016548963,0.016028411,CAY10603,SW1783,0.03225198699999998,0.0005205520000000005,0.998389995692606,[ 6.83847194e-01  1.04914176e+00 -1.98911327e+01  7.23339575e-03]
EFM-192A,1290798,194,194_1290798,2,0.256,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.963072382,0.992421053,0.930358006,0.777276023,0.531736649,0.058306906,0.057072697,0.034148194,0.069624264,Luminespib,EFM-192A,0.036927617999999995,0.035476070000000005,0.9902512819230678,[  0.54421099   1.06427086 -17.23753382   0.03116769]
SCC-3,910930,53,53_910930,2,0.256,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.975239443,0.990926074,0.993885005,0.95741559,0.920407478,0.652317752,0.105331176,0.001762721,0.002291659,CGP-60474,SCC-3,0.024760557000000016,0.0005289380000000001,0.998901576229789,[ 6.93896596e-01  1.01398099e+00 -2.37306578e+01 -6.02645526e-03]
SK-MEL-1,909723,268,268_909723,2,5.12,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.954221826,0.707448506,0.544911126,0.341334653,0.204566412,0.115652643,0.050493033,0.039292104,0.025735425,Sepantronium bromide,SK-MEL-1,0.04577817399999995,0.013556679000000002,0.997030090749313,[ 0.32920131  0.88286949 -6.66824932  0.01371695]
CCRF-CEM,905952,219,219_905952,2,10.24,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.951732085,0.92913502,0.810985617,0.50408408,0.071073766,0.01716609,0.006812853,0.008755099,0.006635748,AT-7519,CCRF-CEM,0.04826791500000005,0.0021193510000000002,0.9969654613556445,[ 4.40601946e-01  1.03904268e+00 -1.79729348e+01 -9.72071561e-04]
SUP-T1,909743,133,133_909743,2,1.024,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.977869797,0.998348724,0.93598909,0.728914291,0.553225372,0.379389915,0.197854781,0.138830936,0.115927995,Doxorubicin,SUP-T1,0.022130203000000015,0.022902940999999982,0.9960828856705872,[ 0.54784799  1.08043275 -8.66409753  0.09332555]
NBsusSR,925342,274,274_925342,2,20.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.952787863,0.824100322,0.494478933,0.108522092,0.032290774,0.016547707,0.016985419,0.020862825,0.016680844,Belinostat,NBsusSR,0.04721213700000004,0.004181981000000001,0.9988887442961752,[ 3.25378682e-01  1.02755685e+00 -1.67757051e+01  1.31918503e-02]
RKO,909698,140,140_909698,2,0.064,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.974182105,0.896804394,0.658506321,0.143310562,0.009501358,0.016418473,0.024000345,0.004152341,0.015498741,Vinorelbine,RKO,0.02581789499999998,0.0113464,0.9985265969449153,[ 3.62015243e-01  1.03574497e+00 -2.17660275e+01  9.84639422e-03]
BL-70,910707,136,136_910707,2,16.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.955284317,0.942852495,0.82969115,0.740500985,0.574431465,0.380546473,0.148374149,0.020360741,0.008065058,Mitomycin-C,BL-70,0.04471568299999995,0.012295683000000002,0.9966161059928188,[ 0.62532751  0.92207734 -7.01013744 -0.08850482]
MDA-MB-175-VII,908120,268,268_908120,2,5.12,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.952305007,0.894222644,0.759209047,0.651571139,0.351681092,0.075169129,0.008697067,0.005308068,0.004811268,Sepantronium bromide,MDA-MB-175-VII,0.04769499300000002,0.0004968000000000004,0.9932627435115876,[  0.49874056   1.00714086 -10.37048194  -0.02564815]
OCI-LY-19,1330984,83,83_1330984,2,1.2,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.95140801,0.891967501,0.809832747,0.656984416,0.477613912,0.358143513,0.257510422,0.206932014,0.158259171,JW-7-52-1,OCI-LY-19,0.04859199000000003,0.04867284299999999,0.9991974422982977,[ 0.47644537  1.12368155 -6.58233783  0.1363453 ]
JM1,1327768,1012,1012_1327768,2,10.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.957676112,0.910799013,0.835788399,0.772411546,0.544609975,0.166957715,0.081452792,0.047173389,0.036087582,Vorinostat,JM1,0.042323887999999976,0.011085807000000003,0.9921030820248697,[  0.55435852   1.08431632 -12.69280621   0.02385207]
RPMI-8866,910544,1057,1057_910544,2,0.25,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.976177439,0.929490767,0.841620551,0.681319121,0.449809129,0.267973403,0.228219523,0.19256354,0.154630359,Dactolisib,RPMI-8866,0.02382256100000002,0.03793318100000001,0.9986543223391443,[ 0.47009239  1.19925697 -9.75062025  0.16364386]
IOSE-364(-),1479991,152,152_1479991,2,16.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.988403497,0.996800339,0.920809006,0.900859381,0.784690688,0.561501558,0.329253996,0.112874237,0.134254141,CP466722,IOSE-364(-),0.011596503000000036,0.02137990399999999,0.9946771150824953,[  0.67078087   1.08735948 -10.14982723   0.06656475]
EPLC-272H,753556,219,219_753556,2,10.24,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.988066518,0.909015528,0.755799503,0.175040624,0.029404354,0.017991226,0.006305529,0.007787263,0.010489762,AT-7519,EPLC-272H,0.011933481999999995,0.0027024989999999997,0.998298179135839,[ 3.79798707e-01  1.03633729e+00 -2.42200399e+01  1.05065532e-02]
TGBC11TKB,909770,276,276_909770,2,20.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.971143334,0.933537012,0.989045849,0.964451717,0.837300725,0.567426479,0.285916369,0.089242917,0.069662363,CAY10603,TGBC11TKB,0.02885666600000003,0.019580554,0.9968907233784956,[  0.68326081   1.07015003 -13.0809596    0.04554474]
NCI-H1581,908471,272,272_908471,2,5.12,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.96521625,0.989128091,0.958929395,0.598175489,0.209991942,0.05443502,0.026805447,0.010037169,0.006413405,AR-42,NCI-H1581,0.03478375,0.0036237640000000007,0.9981640944661843,[ 4.69651815e-01  1.02058912e+00 -1.78478071e+01  1.77238158e-02]
CA46,910703,252,252_910703,2,1.28,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.973322478,0.987283513,0.942067898,0.908593112,0.696540643,0.199408078,0.173145661,0.162371863,0.156164676,WZ3105,CA46,0.026677521999999954,0.006207187000000003,0.9968769592863224,[  0.57024972   1.23876089 -29.44472777   0.15923428]
CCRF-CEM,905952,272,272_905952,2,5.12,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.952896515,0.886871402,0.594004593,0.120857285,0.053572437,0.032540336,0.019646067,0.020476282,0.019787319,AR-42,CCRF-CEM,0.047103484999999945,0.0006889629999999973,0.9985344870454597,[  0.34762545   1.05489776 -20.91038583   0.02381328]
TOV-112D,1299070,173,173_1299070,2,32.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.952806528,0.994345002,0.888127282,0.800779636,0.600722589,0.167224678,0.044051238,0.023070676,0.019556881,FH535,TOV-112D,0.047193472000000014,0.0035137949999999966,0.9937689019009865,[ 5.72279164e-01  1.04174532e+00 -1.45701625e+01  4.27494584e-03]
GI-ME-N,906872,328,328_906872,2,2.56,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.985142428,0.957335971,0.737562142,0.362592968,0.168224942,0.08720399,0.091024025,0.077538788,0.078280889,SNX-2112,GI-ME-N,0.014857572000000041,0.0007421010000000089,0.9995088420341487,[  0.38729932   1.08344046 -15.3843578    0.08224399]
NCI-H211,1240189,245,245_1240189,2,40.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.996950429,0.990630779,0.958967993,0.924194337,0.854106295,0.355011875,0.005715432,-0.001002535,-0.009574118,UNC0638,NCI-H211,0.0030495710000000287,0.008571582999999999,0.9979777133693639,[ 6.42297604e-01  1.00604868e+00 -2.24160215e+01 -1.68519145e-02]
JHH-2,1240157,276,276_1240157,2,20.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.970166108,0.979547489,0.959363966,0.8946368,0.657422772,0.255822709,0.096200584,0.01248944,0.020158743,CAY10603,JHH-2,0.029833891999999973,0.007669303000000001,0.9992021055344309,[  0.5958257    1.03459211 -15.19568041   0.01603449]
NCI-H196,1240186,268,268_1240186,2,5.12,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.957181034,0.922338388,0.756711256,0.428818275,0.164514215,0.047412697,0.013447627,0.013831473,0.009977964,Sepantronium bromide,NCI-H196,0.042818966000000014,0.0038535089999999998,0.9996961299935757,[ 4.21555688e-01  1.01647963e+00 -1.27482706e+01  7.72685315e-03]
HCC1500,1303900,274,274_1303900,2,20.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.98447566,0.963524055,0.825049733,0.634316702,0.279548919,0.095140023,0.070340227,0.061062036,0.060546667,Belinostat,HCC1500,0.015524340000000025,0.0005153690000000016,0.9981616282482029,[  0.46780231   1.06366613 -13.21673795   0.05059077]
EPLC-272H,753556,273,273_753556,2,5.12,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.957529008,0.872017147,0.666738499,0.45226884,0.273559578,0.204995179,0.072939164,0.059848109,0.028691399,CUDC-101,EPLC-272H,0.04247099200000004,0.031156709999999997,0.9971716883547159,[ 0.40822874  0.962836   -7.28702796  0.0269246 ]
K5,924238,194,194_924238,2,0.256,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.958052724,0.882192281,0.883736202,0.803750467,0.36121692,0.02663532,0.027047849,0.066434177,0.041024829,Luminespib,K5,0.04194727600000003,0.025409348,0.9926646303957476,[  0.52283344   1.1086695  -22.13341789   0.03184936]
BICR31,1290725,200,200_1290725,2,1.024,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.985499964,0.998868394,0.881644117,0.623558065,0.449601463,0.243004452,0.118676497,0.084412612,0.037246366,Dacinostat,BICR31,0.01450003600000005,0.047166245999999995,0.9959500285133729,[ 0.50681998  1.0100145  -8.90094626  0.04023033]
KINGS-1,907279,272,272_907279,2,5.12,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.96224096,0.974316938,0.872566602,0.72196238,0.535490608,0.246336204,0.053437073,0.019116038,0.008791837,AR-42,KINGS-1,0.037759039999999966,0.010324200999999998,0.9971831311301234,[ 0.56487212  0.98491864 -9.66213699 -0.02552748]
SK-MEL-30,909726,272,272_909726,2,5.12,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.976996133,0.885864588,0.852794226,0.774607548,0.650258935,0.405808201,0.237647627,0.163352678,0.137206874,AR-42,SK-MEL-30,0.02300386700000001,0.026145803999999995,0.9933546243254694,[ 0.58720623  1.11990952 -7.86349757  0.08252423]
HT55,907287,136,136_907287,2,16.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.999961827,0.957929414,0.964534613,0.922598248,0.852539301,0.782199595,0.243873409,0.100943009,0.059743019,Mitomycin-C,HT55,3.81729999999747e-05,0.04119999,0.9904519858377498,[  0.71652418   1.12305683 -22.83514436   0.06563376]
IST-SL2,753565,200,200_753565,2,1.024,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.9736612,0.818329046,0.751212073,0.557394411,0.393932672,0.272995816,0.149728401,0.103234529,0.082855824,Dacinostat,IST-SL2,0.026338799999999996,0.02037870500000001,0.9970625965645463,[ 0.45620539  0.9650398  -5.92562352  0.03534564]
HD-MY-Z,907050,1012,1012_907050,2,10.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.964025498,0.933434389,0.832659522,0.566976564,0.462763727,0.276275805,0.207996079,0.048113462,0.038537305,Vorinostat,HD-MY-Z,0.035974501999999964,0.009576157000000002,0.9917905786093908,[ 0.52060291  0.93875438 -6.25901642 -0.00902098]
OAW-28,946360,200,200_946360,2,1.024,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.992566148,0.972442152,0.894114366,0.807321877,0.580126534,0.251405468,0.149453101,0.038549936,0.036689485,Dacinostat,OAW-28,0.0074338520000000186,0.001860450999999999,0.9974374439876221,[  0.57218722   1.0316329  -10.79509214   0.02244574]
H9,907043,190,190_907043,2,64.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.98506515,0.647881341,0.161014978,0.049265424,0.052492785,0.084725119,0.076389226,0.055942394,0.040427884,Bleomycin,H9,0.014934850000000055,0.015514510000000002,0.9986795429550462,[  0.24067737   1.05060784 -24.32816828   0.05952302]
OPM-2,909249,62,62_909249,2,5.12,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.969782041,0.927008725,0.881258691,0.807859743,0.648648822,0.436806855,0.213958837,0.069384002,0.023306195,BMS-536924,OPM-2,0.030217959000000016,0.046077807,0.9985327582150277,[ 0.6531395   0.96181846 -7.70312969 -0.05612769]
CGTH-W-1,910568,273,273_910568,2,5.12,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.950740805,0.928040102,0.881512974,0.914302102,0.90395291,0.835517857,0.1900612,0.036766262,0.027683653,CUDC-101,CGTH-W-1,0.04925919499999998,0.009082609000000002,0.9942883487800217,[ 7.28141157e-01  1.10970851e+00 -3.27681807e+01  2.93562685e-02]
